NAZWA_ULICY;NUMER
ulica Prawnicza;85
ulica Prawnicza;89
ulica Prawnicza;45
ulica Prawnicza;65
ulica Prawnicza;69
ulica Prawnicza;83
ulica Prawnicza;62
ulica Prawnicza;20A
ulica Prawnicza;12
ulica Prawnicza;23
ulica Prawnicza;45A
ulica Prawnicza;11
ulica Prawnicza;11A
ulica Prawnicza;47
ulica Prawnicza;16
ulica Prawnicza;19
ulica Prawnicza;67
ulica Prawnicza;25
ulica Prawnicza;20
ulica Prawnicza;15
ulica Prawnicza;21
ulica Prawnicza;2
ulica Prawnicza;94A
ulica Prawnicza;24
ulica Prawnicza;21A
ulica Prawnicza;75A
ulica Prawnicza;10A
ulica Prawnicza;10
ulica Prawnicza;48
ulica Prawnicza;91
ulica Prawnicza;49
ulica Prawnicza;75
ulica Prawnicza;77
ulica Prawnicza;5
ulica Jesienna;21
ulica Jesienna;23
ulica Jesienna;14B
ulica Jesienna;14E
ulica Jesienna;12
ulica Jesienna;13
ulica Jesienna;11
ulica Jesienna;14D
ulica Jesienna;24
ulica Jesienna;41
ulica Jesienna;3
ulica Jesienna;29
ulica Jesienna;9
ulica Jesienna;15
ulica Jesienna;17
ulica Jesienna;19
ulica Jesienna;12B
ulica Jesienna;14C
ulica Jesienna;14A
ulica Jesienna;14
ulica Jesienna;25
ulica Jesienna;26
ulica Jesienna;30
ulica Jesienna;12D
ulica Jesienna;31
ulica Jesienna;1
ulica Jesienna;12A
ulica Jesienna;28
ulica Jesienna;34
ulica Jesienna;27
ulica Jesienna;33
ulica Jesienna;35
ulica Jesienna;32
ulica Jesienna;39
ulica Kaczorowska;6
ulica Kuźnicy Kołłątajowskiej;47
ulica Kuźnicy Kołłątajowskiej;40
ulica Kuźnicy Kołłątajowskiej;42A
ulica Kuźnicy Kołłątajowskiej;64A
ulica Kuźnicy Kołłątajowskiej;29A
ulica Kuźnicy Kołłątajowskiej;62
ulica Kuźnicy Kołłątajowskiej;45
ulica Kuźnicy Kołłątajowskiej;33
ulica Kuźnicy Kołłątajowskiej;37
ulica Kuźnicy Kołłątajowskiej;38
ulica Kuźnicy Kołłątajowskiej;36
ulica Kuźnicy Kołłątajowskiej;19A
ulica Kuźnicy Kołłątajowskiej;24A
ulica Kuźnicy Kołłątajowskiej;57
ulica Kuźnicy Kołłątajowskiej;22
ulica Kuźnicy Kołłątajowskiej;51
ulica Kuźnicy Kołłątajowskiej;50
ulica Kuźnicy Kołłątajowskiej;24
ulica Kuźnicy Kołłątajowskiej;23
ulica Kuźnicy Kołłątajowskiej;25
ulica Kuźnicy Kołłątajowskiej;34
ulica Kuźnicy Kołłątajowskiej;21A
ulica Noworegulska;7
ulica Noworegulska;14
ulica Noworegulska;25
ulica Noworegulska;6
ulica Noworegulska;29
ulica Noworegulska;11
ulica Noworegulska;13
ulica Noworegulska;9
ulica Noworegulska;10A
ulica Noworegulska;5A
ulica Noworegulska;5
ulica Noworegulska;4
ulica Noworegulska;22
ulica Nowotyska;18
ulica Nowotyska;17
ulica Nowotyska;17A
ulica Nowotyska;14
ulica Nowotyska;20
ulica Nowotyska;22
ulica Nowotyska;12
ulica Nowotyska;16A
ulica Nowotyska;10
ulica Nowotyska;6
ulica Nowotyska;5
ulica Nowotyska;3
ulica Nowotyska;7
ulica Nowotyska;11
ulica Nowotyska;8
ulica Nowotyska;2
ulica Nowotyska;16
ulica Nowotyska;15
ulica Nowotyska;4
ulica Nowotyska;13
ulica Prawnicza;18A
ulica Prawnicza;33
ulica Prawnicza;35
ulica Prażmowska;1
ulica Prażmowska;4
ulica Michała Reichera;26
ulica Michała Reichera;25
ulica Michała Reichera;24
ulica Michała Reichera;23
ulica Michała Reichera;22
ulica Michała Reichera;21
ulica Michała Reichera;19
ulica Michała Reichera;18
ulica Michała Reichera;17
ulica Michała Reichera;16
ulica Michała Reichera;15
ulica Smoleńska;64
ulica Smoleńska;70
ulica Smoleńska;82
ulica Smoleńska;74
ulica Smoleńska;62
ulica Smoleńska;92
ulica Smoleńska;66
ulica Smoleńska;70A
ulica Smoleńska;60
ulica Smoleńska;73
ulica Smoleńska;77
ulica Smoleńska;76
ulica Smoleńska;79A
ulica Smoleńska;81
ulica Smoleńska;78A
ulica Smoleńska;94
ulica Smoleńska;90
ulica Smoleńska;78
ulica Smoleńska;72
ulica Smoleńska;79
ulica Smoleńska;83
ulica Smoleńska;87
ulica Smoleńska;75
ulica Aleksandra Solińskiego;6
ulica Aleksandra Solińskiego;1
ulica Aleksandra Solińskiego;28
ulica Aleksandra Solińskiego;30
ulica Aleksandra Solińskiego;20
ulica Aleksandra Solińskiego;26
ulica Aleksandra Solińskiego;16
ulica Aleksandra Solińskiego;34
ulica Aleksandra Solińskiego;4
ulica Oliwska;11DJ
ulica Oliwska;11DK
ulica Oliwska;11DL
ulica Rozwadowska;23
ulica Rozwadowska;29
ulica Rozwadowska;4
ulica Rozwadowska;7B
ulica Rozwadowska;28
ulica Rozwadowska;27
ulica Rozwadowska;14
ulica Rozwadowska;16
ulica Rozwadowska;9/11
ulica Rozwadowska;15A
ulica Rozwadowska;24
ulica Rozwadowska;26
ulica Rozwadowska;2
ulica Rozwadowska;31
ulica Rozwadowska;8
ulica Starozaciszańska;1
ulica Starozaciszańska;5
ulica Starozaciszańska;13
ulica Starozaciszańska;7
ulica Starozaciszańska;10
ulica Starozaciszańska;8A
ulica Starozaciszańska;11
ulica Starozaciszańska;6
ulica Starozaciszańska;3A
ulica Starozaciszańska;8B
ulica Starozaciszańska;8C
ulica Starozaciszańska;18
ulica Starozaciszańska;1A
ulica Sterdyńska;5
ulica Sterdyńska;2
ulica Sterdyńska;8
ulica Sterdyńska;4
ulica Sterdyńska;6
ulica Sterdyńska;1
ulica Sterdyńska;3
ulica Sterdyńska;7
ulica Sterdyńska;2A
ulica Sterdyńska;3A
ulica Sterdyńska;10
ulica Henryka Sternhela;17
ulica Henryka Sternhela;43
ulica Henryka Sternhela;31
ulica Henryka Sternhela;7
ulica Henryka Sternhela;11
ulica Wincentego Kadłubka;49
ulica Wincentego Kadłubka;48
ulica Wincentego Kadłubka;39A
ulica Wincentego Kadłubka;39
ulica Wincentego Kadłubka;33
ulica Wincentego Kadłubka;22
ulica Wincentego Kadłubka;40
ulica Akustyczna;9
ulica Akustyczna;28
ulica Akustyczna;12B
ulica Akustyczna;16B
ulica Akustyczna;12A
ulica Akustyczna;22
ulica Akustyczna;20A
ulica Akustyczna;20
ulica Akustyczna;19
ulica Akustyczna;22A
ulica Akustyczna;15
ulica Akustyczna;26
ulica Akustyczna;24A
ulica Akustyczna;25
ulica Akustyczna;12
ulica Akustyczna;8
ulica Akustyczna;17
ulica Akustyczna;12C
ulica Akustyczna;18
ulica Akustyczna;6
ulica Akustyczna;13
ulica Akustyczna;11
ulica Akustyczna;16A
ulica Akustyczna;3
ulica Akustyczna;24
ulica Albatrosów;12D
ulica Albatrosów;8C
ulica Albatrosów;12
ulica Albatrosów;12B
ulica Albatrosów;15A
ulica Albatrosów;12C
ulica Albatrosów;8H
ulica Belgradzka;20
ulica Belgradzka;52
ulica Belgradzka;5
ulica Belgradzka;21
ulica Belgradzka;21A
ulica Belgradzka;14
ulica Atłasowa;3
ulica Grażyny Bacewiczówny;5
ulica Grażyny Bacewiczówny;7
ulica Grażyny Bacewiczówny;1
ulica Grażyny Bacewiczówny;8
ulica Grażyny Bacewiczówny;2
ulica Grażyny Bacewiczówny;6
ulica Grażyny Bacewiczówny;4
ulica Bajaderki;2
ulica Bajaderki;21
ulica Bajaderki;19
ulica Bajaderki;17
ulica Bajaderki;24
ulica Bajaderki;22
ulica Bajaderki;20
ulica Bajaderki;18
ulica Bajaderki;16
ulica Bajaderki;14
ulica Bajaderki;12
ulica Bajaderki;10
ulica Bajaderki;8
ulica Rakietników;17
ulica Rakietników;30
ulica Rakietników;36
ulica Rakietników;8
ulica Rakietników;2
ulica Rakietników;35
ulica Rakietników;27/29
ulica Rakietników;1
ulica Rakietników;38
ulica Rakietników;15
ulica Rakietników;10
ulica Rakietników;6
ulica Rakietników;3
ulica Rakietników;31
ulica Elżbiety Rakuszanki;4
ulica Elżbiety Rakuszanki;3
ulica Elżbiety Rakuszanki;3A
ulica Elżbiety Rakuszanki;7
ulica Elżbiety Rakuszanki;9
ulica Elżbiety Rakuszanki;11
ulica Elżbiety Rakuszanki;17
ulica Elżbiety Rakuszanki;19
ulica Elżbiety Rakuszanki;5
ulica Elżbiety Rakuszanki;6
ulica Oliwska;11DM
ulica Oliwska;11DN
ulica Oliwska;11DP
ulica Oliwska;11DH
ulica Oliwska;11DC
ulica Oliwska;11DB
ulica Oliwska;11DA
ulica Oliwska;11D
ulica Oliwska;11CP
ulica Oliwska;11CN
ulica Oliwska;11CM
ulica Oliwska;11CL
ulica Oliwska;11CR
ulica Oliwska;11CK
ulica Oliwska;11CG
ulica Oliwska;11CF
ulica Oliwska;11CE
ulica Oliwska;11CD
ulica Oliwska;11CC
ulica Oliwska;11CB
ulica Oliwska;11CA
ulica Oliwska;13
ulica Oliwska;11B
ulica Oliwska;10F
ulica Oliwska;5
ulica Oliwska;11
ulica Oliwska;10A
ulica Oliwska;5D
ulica Oliwska;11DR
ulica Oliwska;11DE
ulica Orłowska;5
ulica Orłowska;7
ulica Promienna;27
ulica Promienna;4
ulica Promienna;15
ulica Promienna;16
ulica Promienna;12
ulica Promienna;28
ulica Promienna;32
ulica Promienna;11
ulica Promienna;26A
ulica Promienna;6
ulica Promienna;33
ulica Promienna;28A
ulica Promienna;24
ulica Promienna;5
ulica Promienna;35
ulica Promienna;22
ulica Promienna;17
ulica Ostródzka;38AH
ulica Ostródzka;38AJ
ulica Ostródzka;38AE
ulica Ostródzka;38AD
ulica Ostródzka;38AC
ulica Ostródzka;38AB
ulica Ostródzka;38AA
ulica Ostródzka;38
ulica Ostródzka;9B
ulica Ostródzka;9A
ulica Ostródzka;32A
ulica Ostródzka;11
ulica Ostródzka;46
ulica Ostródzka;37
ulica Ostródzka;23
ulica Ostródzka;36K
ulica Ostródzka;17
ulica Ostródzka;38ZD
ulica Ostródzka;38ZB
ulica Ostródzka;38Y
ulica Ostródzka;38N
ulica Ostródzka;44
ulica Ostródzka;51
ulica Oszmiańska;11B
ulica Oszmiańska;10
ulica Oszmiańska;7
ulica Oszmiańska;9
ulica Oszmiańska;23/25
ulica Oszmiańska;3
ulica Oszmiańska;1A
ulica Oszmiańska;11
ulica Oszmiańska;13
ulica Oszmiańska;11A
ulica Pszczyńska;19A
ulica Pszczyńska;40
ulica Pszczyńska;19
ulica Pszczyńska;38
ulica Pszczyńska;61
ulica Pszczyńska;26
ulica Pszczyńska;36A
ulica Pszczyńska;1
ulica Pszczyńska;66A
ulica Pszczyńska;50A
ulica Pszczyńska;49A
ulica Pszczyńska;41A
ulica Pszczyńska;39A
ulica Pszczyńska;28A
ulica Belgradzka;44
ulica Belgradzka;10
ulica Belgradzka;8
ulica Belgradzka;6
ulica Belgradzka;42
ulica Belgradzka;22
ulica Belgradzka;12
ulica Belgradzka;20A
ulica Belgradzka;4
ulica Belgradzka;18
ulica Belgradzka;50
ulica Belgradzka;48
ulica Belgradzka;3
ulica Benedykta Polaka;1
ulica Benedykta Polaka;7
ulica Benedykta Polaka;5
ulica Benedykta Polaka;3
ulica Benedykta Polaka;4
ulica Benedykta Polaka;2
ulica Białej Wody;14
ulica Białej Wody;6
ulica Białej Wody;2
ulica Białej Wody;12
ulica Białej Wody;10
ulica Białej Wody;8
ulica gen. Kazimierza Sosnkowskiego;1C
ulica gen. Kazimierza Sosnkowskiego;29
ulica gen. Kazimierza Sosnkowskiego;38
ulica gen. Kazimierza Sosnkowskiego;23
ulica gen. Kazimierza Sosnkowskiego;25
ulica gen. Kazimierza Sosnkowskiego;27
ulica gen. Kazimierza Sosnkowskiego;20
ulica gen. Kazimierza Sosnkowskiego;32
ulica gen. Kazimierza Sosnkowskiego;5C
ulica gen. Kazimierza Sosnkowskiego;5H
ulica gen. Kazimierza Sosnkowskiego;40
ulica gen. Kazimierza Sosnkowskiego;46
ulica gen. Kazimierza Sosnkowskiego;48
ulica gen. Kazimierza Sosnkowskiego;31
ulica gen. Kazimierza Sosnkowskiego;33
ulica gen. Kazimierza Sosnkowskiego;35
ulica gen. Kazimierza Sosnkowskiego;37
ulica Elżbiety Rakuszanki;2
ulica Rawska;4
ulica Rawska;5
ulica Rawska;6
ulica Rawska;8
ulica Michała Spisaka;101
ulica Michała Spisaka;55
ulica Michała Spisaka;93
ulica Michała Spisaka;5
ulica Michała Spisaka;11
ulica Michała Spisaka;12
ulica Michała Spisaka;29
ulica Michała Spisaka;49
ulica Michała Spisaka;94
ulica Michała Spisaka;92
ulica Michała Spisaka;88
ulica Michała Spisaka;117
ulica Michała Spisaka;119
ulica Michała Spisaka;115
ulica Michała Spisaka;57
ulica Michała Spisaka;89
ulica Michała Spisaka;80
ulica Michała Spisaka;50
ulica Michała Spisaka;48
ulica Michała Spisaka;105
ulica Michała Spisaka;59B
ulica Michała Spisaka;28
ulica Michała Spisaka;90A
ulica Michała Spisaka;87
ulica Michała Spisaka;3
ulica Michała Spisaka;8A
ulica Michała Spisaka;95A
ulica Michała Spisaka;46
ulica Michała Spisaka;109
ulica Michała Spisaka;19A
ulica Michała Spisaka;44
ulica Michała Spisaka;40
ulica Stanisława Wojciechowskiego;50
ulica Stanisława Wojciechowskiego;34
ulica Stanisława Wojciechowskiego;36
ulica Stanisława Wojciechowskiego;17
ulica Stanisława Wojciechowskiego;13
ulica Stanisława Wojciechowskiego;27
ulica Stanisława Wojciechowskiego;35
ulica Stanisława Wojciechowskiego;24
ulica Stanisława Wojciechowskiego;9A
ulica Promienna;19
ulica Promienna;1
ulica Promienna;34
ulica Promienna;26
ulica Promienna;18
ulica Promienna;12A
ulica Promienna;21
ulica Promienna;19A
ulica Promienna;20
ulica Promienna;3
ulica Protazego;29
ulica Protazego;51
ulica Protazego;41
ulica Protazego;57
ulica Protazego;55
ulica Protazego;11
ulica Michała Reichera;14
ulica Michała Reichera;12
ulica Michała Reichera;13
ulica Michała Reichera;11
ulica Michała Reichera;10
ulica Michała Reichera;9
ulica Michała Reichera;8
ulica Michała Reichera;7
ulica Michała Reichera;6
ulica Michała Reichera;5
ulica Michała Reichera;4
ulica Michała Reichera;3
ulica Michała Reichera;2
ulica II Rejonu AK;8
ulica II Rejonu AK;8A
ulica Rembielińska;18
ulica Rembielińska;12
ulica Rembielińska;5
ulica Rembielińska;10B
ulica Rembielińska;3
ulica Rembielińska;23
ulica Rembielińska;6
ulica Rembielińska;9
ulica Rembielińska;24A
ulica Rembielińska;24
ulica Rembielińska;4
ulica Rembielińska;2
ulica Rembielińska;14
ulica Rembielińska;15A
ulica Rembielińska;10A
ulica Pszczyńska;20A
ulica Pszczyńska;51
ulica Pszczyńska;50
ulica Pszczyńska;66
ulica Pszczyńska;54
ulica Pszczyńska;21A
ulica Pszczyńska;43
ulica Pszczyńska;68
ulica Pszczyńska;59
ulica Pszczyńska;49
ulica Pszczyńska;20
ulica Pszczyńska;39
ulica Pszczyńska;44
ulica Pszczyńska;21
ulica Pszczyńska;13
ulica Pszczyńska;57A
ulica Pszczyńska;22
ulica Pszczyńska;10
ulica Tomcia Palucha;25
ulica Tomcia Palucha;31
ulica Tomcia Palucha;3
ulica Tomcia Palucha;1
ulica Traktorzystów;12
ulica Traktorzystów;20
ulica Traktorzystów;26
ulica Traktorzystów;28B
ulica Traktorzystów;14
ulica Traktorzystów;16
ulica Traktorzystów;18
ulica Traktorzystów;20A
ulica Traktorzystów;24
ulica Traktorzystów;28
ulica Traktorzystów;26A
ulica Traktorzystów;24B
ulica Traktorzystów;26H
ulica Traktorzystów;30
ulica Traktorzystów;28D
ulica Traktorzystów;1
ulica Traktorzystów;26G
ulica Traktorzystów;8
ulica Bernarda Wapowskiego;3
ulica Bernarda Wapowskiego;2
ulica Bernarda Wapowskiego;1
ulica Bernarda Wapowskiego;6
ulica Bernarda Wapowskiego;4
ulica gen. Kazimierza Sosnkowskiego;16
ulica gen. Kazimierza Sosnkowskiego;11
ulica gen. Kazimierza Sosnkowskiego;44
ulica gen. Kazimierza Sosnkowskiego;13
ulica gen. Kazimierza Sosnkowskiego;4
ulica gen. Kazimierza Sosnkowskiego;9
ulica Wincentego Kadłubka;36
ulica Wincentego Kadłubka;35
ulica Wincentego Kadłubka;31A
ulica Wincentego Kadłubka;4
ulica Wincentego Kadłubka;20
ulica Wincentego Kadłubka;30A
ulica Wincentego Kadłubka;14A
ulica Wincentego Kadłubka;13
ulica Wincentego Kadłubka;27
ulica Wincentego Kadłubka;45
ulica Wincentego Kadłubka;45B
ulica Wincentego Kadłubka;45A
ulica Wincentego Kadłubka;8
ulica Wincentego Kadłubka;31
ulica Wincentego Kadłubka;33A
ulica Wincentego Kadłubka;53
ulica Wincentego Kadłubka;26
ulica Wincentego Kadłubka;30
ulica Wincentego Kadłubka;10
ulica Wincentego Kadłubka;46
ulica Wincentego Kadłubka;14
ulica Wincentego Kadłubka;19
ulica Wincentego Kadłubka;23
ulica Wincentego Kadłubka;29
ulica Albatrosów;18
ulica Albatrosów;8D
ulica Albatrosów;8F
ulica Albatrosów;14
ulica Albatrosów;8B
ulica Albatrosów;3
ulica Albatrosów;7
ulica Albatrosów;16
ulica Albatrosów;8A
ulica Albatrosów;8E
ulica Stanisława Wojciechowskiego;8
ulica Stanisława Wojciechowskiego;31
ulica Stanisława Wojciechowskiego;16A
ulica Stanisława Wojciechowskiego;6
ulica Stanisława Wojciechowskiego;33
ulica Stanisława Wojciechowskiego;32
ulica Stanisława Wojciechowskiego;30
ulica Wolności;19
ulica Wolności;20
ulica Wolności;24
ulica Wolności;10
ulica Wolności;8
ulica Wolności;21
ulica Wolności;16
ulica Wolności;13
ulica Wolności;22
ulica Wolności;6
ulica Wolności;18
ulica Wolności;14
ulica Bajaderki;6
ulica Bajaderki;15
ulica Bajaderki;13
ulica Bajaderki;11
ulica Bajaderki;9
ulica Bajaderki;7
ulica Bajaderki;5
ulica Bajaderki;3
ulica Bajaderki;1
ulica Bajaderki;36
ulica Bajaderki;34
ulica Bajaderki;32
ulica Bajaderki;30
ulica Bajaderki;28
ulica Bajaderki;26
ulica Bajaderki;23
ulica Bajaderki;4
ulica Bajaderki;2A
ulica Baletowa;113A
ulica Baletowa;177E
ulica Baletowa;153
ulica Baletowa;157A
ulica Baletowa;73
ulica Baletowa;181
ulica Baletowa;22B
ulica Baletowa;142B
ulica Baletowa;113B
ulica Baletowa;172
ulica Rembielińska;19
ulica Aleksandra Solińskiego;8
ulica Aleksandra Solińskiego;10
ulica Aleksandra Solińskiego;11
ulica Aleksandra Solińskiego;9
ulica Aleksandra Solińskiego;7
ulica Aleksandra Solińskiego;5
ulica Aleksandra Solińskiego;3
ulica Aleksandra Solińskiego;14
ulica Aleksandra Solińskiego;18
ulica Aleksandra Solińskiego;22
ulica Aleksandra Solińskiego;2
ulica Aleksandra Solińskiego;24
ulica Aleksandra Solińskiego;12
ulica Aleksandra Solińskiego;32
ulica Sowizdrzała;1
ulica Sowizdrzała;4
ulica Sowizdrzała;8
ulica Sowizdrzała;10
ulica Sowizdrzała;3
ulica Sowizdrzała;5
ulica Sowizdrzała;2
ulica Sowizdrzała;6
ulica Spytka z Melsztyna;42
ulica Spytka z Melsztyna;9
ulica Spytka z Melsztyna;12
ulica Spytka z Melsztyna;14
ulica Spytka z Melsztyna;9A
ulica Spytka z Melsztyna;9B
ulica Orłowska;1
ulica Orłowska;2
ulica Orłowska;3
ulica Osiedlowa;27
ulica Osiedlowa;25
ulica Osiedlowa;31
ulica Osiedlowa;11
ulica Osiedlowa;2
ulica Michała Ossowskiego;9
ulica Michała Ossowskiego;11
ulica Michała Ossowskiego;17
ulica Michała Ossowskiego;25
ulica Ostródzka;36H
ulica Ostródzka;25
ulica Ostródzka;36
ulica Warszawska;17B
ulica Warszawska;44B
ulica Zielonogórska;14
ulica Zielonogórska;16
ulica Zygmunta Augusta;11
ulica Zygmunta Augusta;10
ulica Zygmunta Augusta;6A
ulica Zygmunta Augusta;5A
ulica Zygmunta Augusta;7
ulica Zygmunta Augusta;1A
ulica Zygmunta Augusta;9A
ulica Zygmunta Augusta;8
ulica Zygmunta Augusta;3
ulica Zygmunta Augusta;7A
ulica Zygmunta Augusta;12
ulica Zygmunta Augusta;9
ulica Zygmunta Augusta;1
ulica Zygmunta Augusta;4
ulica Zygmunta Augusta;5
ulica Zygmunta Augusta;2
ulica Zygmunta Augusta;6
ulica Zygmunta Augusta;6B
ulica Zygmunta Augusta;8A
ulica Zygmunta Augusta;14
ulica Zygmunta Augusta;11A
ulica Śmigielska;1
ulica Śmigielska;2
ulica Świętej Rodziny;1
ulica Żurawicka;10
ulica Żurawicka;5
ulica Bażancia;11
ulica Bażancia;41
ulica Bażancia;52B
ulica Bażancia;46B
ulica Bażancia;29A
ulica Bażancia;11C
ulica Bażancia;11D
ulica Bażancia;9E
ulica Bażancia;11F
ulica Bażancia;49
ulica Bażancia;47E
ulica Bażancia;47D
ulica Bażancia;47C
ulica Bażancia;4
ulica Albatrosów;8G
ulica Albatrosów;13
ulica Albatrosów;10
ulica Albatrosów;6
ulica Albatrosów;15
ulica Albatrosów;9
ulica Albatrosów;12E
ulica Alternatywy;3
ulica Alternatywy;4
ulica Alternatywy;7
ulica Alternatywy;6
ulica Alternatywy;1
ulica Alternatywy;5
ulica Roalda Amundsena;1
ulica Roalda Amundsena;3
ulica Roalda Amundsena;4
ulica Anyżkowa;12
ulica Anyżkowa;14
ulica Anyżkowa;4
ulica Anyżkowa;6
ulica Anyżkowa;8
ulica Anyżkowa;10
ulica Anyżkowa;10A
ulica Białej Wody;4
ulica Białogońska;4
ulica Białogońska;8
ulica Białogońska;6
ulica Białogońska;2
ulica Białozora;42
ulica Białozora;32C
ulica Białozora;41
ulica Białozora;34B
ulica Białozora;5A
ulica Białozora;45
ulica Białozora;32A
ulica Białozora;37
ulica Białozora;9
ulica Białozora;5
ulica Białozora;1B
ulica Białozora;37A
ulica Białozora;34A
ulica Białozora;40
ulica Białozora;18
ulica Białozora;28
ulica Białozora;39
ulica Białozora;38
ulica Białozora;34
ulica Baletowa;170
ulica Baletowa;177
ulica Baletowa;164
ulica Baletowa;179
ulica Baletowa;152
ulica Baletowa;140
ulica Rawska;3
ulica Regulska;90
ulica Regulska;1
ulica Regulska;24
ulica Regulska;81
ulica Regulska;78
ulica Regulska;31
ulica Regulska;44
ulica Regulska;60
ulica Regulska;82
ulica Regulska;16
ulica Regulska;34
ulica Regulska;22A
ulica Regulska;80B
ulica Regulska;13
ulica Regulska;24A
ulica Regulska;7A
ulica Regulska;7
ulica Regulska;35
ulica Regulska;43
ulica Regulska;63
ulica Regulska;28
ulica Regulska;17
ulica Regulska;20
ulica Regulska;57
ulica Regulska;58
ulica Regulska;62
ulica Regulska;36
ulica Regulska;29
ulica Regulska;14
ulica Regulska;43A
ulica Regulska;48
ulica Regulska;46
ulica Regulska;40
ulica Regulska;33
ulica Michała Spisaka;38
ulica Michała Spisaka;17
ulica Michała Spisaka;36
ulica Michała Spisaka;34
ulica Michała Spisaka;2
ulica Michała Spisaka;26
ulica Michała Spisaka;37
ulica Starodęby;10
ulica Ostródzka;8
ulica Ostródzka;11C
ulica Ostródzka;48
ulica Ostródzka;27
ulica Ostródzka;16
ulica Ostródzka;11A
ulica Ostródzka;39
ulica Ostródzka;49
ulica Ostródzka;20
ulica Ostródzka;9C
ulica Ostródzka;45
ulica Ostródzka;36F
ulica Ostródzka;33
ulica Ostródzka;11D
ulica Ostródzka;38B
ulica Ostródzka;21
ulica Ostródzka;38G
ulica Ostródzka;38F
ulica Protazego;9
ulica Protazego;3
ulica Protazego;53
ulica Protazego;17
ulica Protazego;63
ulica Protazego;61
ulica Protazego;59
ulica Protazego;1
ulica Protazego;4
ulica Protazego;35
ulica Protazego;47
ulica Protazego;31
ulica Protazego;27
ulica Protazego;33
ulica Protazego;6
ulica Protazego;7
ulica Protazego;2
ulica Protazego;39
ulica Protazego;37
ulica Protazego;5
ulica Protazego;15
ulica Protazego;21
ulica Protazego;19
ulica Protazego;25
ulica Protazego;23
ulica Protazego;13
ulica Protazego;49
ulica Protazego;45
ulica Protazego;43
ulica Przecławska;2
ulica Bażancia;47G
ulica Bażancia;32B
ulica Bażancia;32A
ulica Bażancia;23
ulica Bażancia;35
ulica Bażancia;47F
ulica Bażancia;20
ulica Bażancia;9D
ulica Bażancia;39L
ulica Bażancia;39K
ulica Bażancia;39H
ulica Bażancia;9C
ulica Bekasów;56
ulica Bekasów;108
ulica Bekasów;84
ulica Bekasów;6
ulica Bekasów;114
ulica Bekasów;112
ulica Bekasów;104
ulica Bekasów;88
ulica Bekasów;78
ulica Siłaczki;6
ulica Siłaczki;4A
ulica Siłaczki;4
ulica Siłaczki;14
ulica Siłaczki;11
ulica Siłaczki;15
ulica Siłaczki;3/9
ulica Siłaczki;8
ulica Siłaczki;10
ulica Siłaczki;12
ulica Siłaczki;17
ulica Siłaczki;15A
ulica Siłaczki;2A
ulica Siłaczki;2
ulica Skoroszewska;24
ulica Skoroszewska;26
ulica Skoroszewska;9
ulica Skoroszewska;5B
ulica Skoroszewska;3
ulica Skoroszewska;2
ulica Skoroszewska;10
ulica Skoroszewska;11
ulica Skoroszewska;5
ulica Skoroszewska;26A
ulica Skoroszewska;1
ulica Skoroszewska;1B
ulica Skoroszewska;18
ulica Białozora;44
ulica Białozora;46
ulica Białozora;48
ulica Białozora;50
ulica Białozora;1C
ulica Białozora;30
ulica Białozora;35B
ulica Białozora;35
ulica Białozora;3
ulica gen. Kazimierza Sosnkowskiego;18
ulica gen. Kazimierza Sosnkowskiego;3
ulica gen. Kazimierza Sosnkowskiego;36
ulica Michała Spisaka;42
ulica Michała Spisaka;4
ulica Michała Spisaka;68
ulica Michała Spisaka;23A
ulica Michała Spisaka;30
ulica Michała Spisaka;9
ulica Michała Spisaka;22
ulica Michała Spisaka;77
ulica Michała Spisaka;82
ulica Michała Spisaka;62A
ulica Michała Spisaka;58
ulica Michała Spisaka;59
ulica Michała Spisaka;75
ulica Michała Spisaka;76
ulica Michała Spisaka;125
ulica Michała Spisaka;14A
ulica Michała Spisaka;99
ulica Michała Spisaka;96
ulica Michała Spisaka;43
ulica Michała Spisaka;74
ulica Michała Spisaka;70
ulica Michała Spisaka;66
ulica Michała Spisaka;64
ulica Michała Spisaka;62
ulica Michała Spisaka;17A
ulica Michała Spisaka;31
ulica Michała Spisaka;57A
ulica Michała Spisaka;73
ulica Wincentego Kadłubka;25
ulica Wincentego Kadłubka;22A
ulica Wincentego Kadłubka;24A
ulica Wincentego Kadłubka;24
ulica Wiosny Ludów;71A
ulica Wiosny Ludów;51
ulica Starodęby;8
ulica Starodęby;12
ulica Suchy Las;5
ulica Suchy Las;27A
ulica Suchy Las;23
ulica Suchy Las;24
ulica Suchy Las;1
ulica Suchy Las;15
ulica Suchy Las;13
ulica Suchy Las;9
ulica Suchy Las;27B
ulica Suchy Las;3
ulica Suchy Las;27
ulica Suchy Las;12B
ulica Suchy Las;20B
ulica Suchy Las;7
ulica Suchy Las;29
ulica Suchy Las;6
ulica Suchy Las;4
ulica Suchy Las;21
ulica Suchy Las;17
ulica Suchy Las;19
ulica Suchy Las;22
ulica Suchy Las;22A
ulica Suchy Las;12A
ulica Suchy Las;17A
ulica Wysoczyńska;10A
ulica Wysoczyńska;10
ulica Wysoczyńska;15A
ulica Wysoczyńska;5
ulica Wysoczyńska;1
ulica Wysoczyńska;17
ulica Wysoczyńska;8
ulica Wysoczyńska;2
ulica Wysoczyńska;7
ulica Wysoczyńska;6
ulica Wysoczyńska;14A
ulica Wysoczyńska;3
ulica Wysoczyńska;13
